Name,Bottle Size,Original Price,Discounted Price,Img link
Dr Willmar Schwabe India Arsenicum Album Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹101,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/bzqg5k9zki2onsgtxip3/sbl-ipecacuanha-dilution-200-ch.jpg"
SBL Clematis Erecta Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/uob5s8khyuphjhcvcrxx/dr-willmar-schwabe-india-onosmodium-virginianum-dilution-30-ch.jpg"
Bjain Omeo Mouth Ulcer Tablet,bottle of 25 gm Tablet,₹155,₹143,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/luofokzsne3fzpimgkhl/sbl-dulcamara-dilution-200-ch.jpg"
Dr. Reckeweg Cantharis Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹139,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/i6vpnss1mvrivh2gmsfu/bjain-baryta-carbonica-dilution-30-ch.jpg"
Dr. Reckeweg Acid Nitricum Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/or2dzvwfrfzexhz7naqy/wheezal-eye-bright-eye-drop.jpg"
SBL Constinil Drop,bottle of 30 ml Drop,₹130,₹118,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/fuqcpmwisorlyx5pj9s6/sbl-robinia-pseudacacia-dilution-6-ch.jpg"
New Life Sinocin Drop,bottle of 30 ml Drop,₹130,₹109,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/klunfnmoa2xwvyeucbx5/bakson-s-beepee-aid-drop.jpg"
SBL Pareira Brava Mother Tincture Q,bottle of 30 ml Mother Tincture,₹220,₹204,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/n3okzw8mairngdiebseh/bjain-andrographis-paniculata-mother-tincture-q.jpg"
SBL Calcarea Fluoricum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/t37jwcpmnd55rqbyptoo/sbl-natrum-phosphoricum-biochemic-tablet-12x.jpg"
SBL Serum Anguillae (Eel Serum) Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/ts8gb3mbaomin5dpibwl/allen-a02-anti-fungal-drop.jpg"
Bjain Ginseng Mother Tincture Q,bottle of 100 ml Mother Tincture,₹790,₹679,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/cinadh0uhzwh42tuhh3t/hapdco-ferrocin-drop.jpg"
Dr Willmar Schwabe India Oleum Santali Mother Tincture Q,bottle of 30 ml Mother Tincture,₹4000,₹3440,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/udpudndntjvwpq2a2edd/bjain-phytolacca-berry-mother-tincture-q.jpg"
Rxhomeo Nux Vomica Pellets 30C,bottle of 750 pellets,₹90,₹86,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/la9htuweijfvzmvduura/new-life-bach-flower-crab-apple-30.jpg"
SBL Gnaphalium Polycephalum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/ftlsn8xk4ljaalqwnfor/adel-31-upelva-drop.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/rtafvcrnraakwhsqpqtn/dr-willmar-schwabe-india-azadirachta-indica-mother-tincture-q.jpg"
Dr Willmar Schwabe India Thuja Occidentalis Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹123,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/krcrs6qtu0rzhuq2ohro/adven-justin-cough-syrup.jpg"
SBL Anti-Dandruff Shampoo,bottle of 100 ml Shampoo,₹110,₹95,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr Willmar Schwabe India Carbo Vegetabilis Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹81,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/w1squz0izjshzol4zioe/bakson-s-lip-balm.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 3 bottles,₹597,₹418,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/blbcqjzufgu8qwwmsuil/dr.-reckeweg-colocynthis-dilution-200-ch.jpg"
SBL Bacillinum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/ct1puunldclzo3qdgpme/dr-willmar-schwabe-india-kali-bichromicum-dilution-30-ch.jpg"
Adven Naturals Face Wash with ABC+ Neem and Tulsi,bottle of 100 gm Face Wash,₹150,₹136,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr Willmar Schwabe India Tussistin Syrup,bottle of 100 ml Syrup,₹100,₹99,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/ql00nmx02n2rkc1upyyb/sbl-abrotanum-dilution-30-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/hx7teo5xiahduzkbn32r/dr.-reckeweg-ledum-pal-dilution-200-ch.jpg"
Dr Willmar Schwabe India Histaminum Hydrochloricum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/am5rqgyshrn3ifqzob9j/sbl-lemna-minor-mother-tincture-q.jpg"
Bakson's Hair Color 12 Sachets Black,box of 240 gm Powder,₹600,₹522,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/70d5e6cd9c9f4b4ab16f6d1fc08cba4c/bjain-guatteria-gaumeri-drop.jpg"
Dr. Reckeweg Conium Mac Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/iplwrsjjswek3ihsrwjn/dr-willmar-schwabe-india-urtica-urens-mother-tincture-q.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/nqik3cr4qpblxbdvpeej/dr.-reckeweg-symphytum-officinale-mother-tincture-q.jpg"
Dr. Reckeweg Agnus Cast Mother Tincture Q,bottle of 20 ml Mother Tincture,₹295,₹260,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/wcvakh6uasio8gwmglps/dr.-reckeweg-bio-combination-4-bc-4-tablet.jpg"
SBL Kreosotum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/gheemvpyg8eozgvhsatv/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Lord's Amloki Mother Tincture Q,bottle of 30 ml Mother Tincture,₹100,₹74,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/rymdxuy9z9nzlm6mcc72/sbl-hydrocotyle-asiatica-mother-tincture-q.jpg"
SBL Lachesis Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/qmbdvpcy4d8crfv2ihvc/dr.-reckeweg-bio-combination-1-bc-1-tablet.jpg"
ADEL 10 Deasth Drop,bottle of 20 ml Drop,₹295,₹265,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/mcfpmzlkhh7jvyegi5fd/homeopaths-globules-no-30.jpg"
Dr Willmar Schwabe India Allium Sativum Mother Tincture Q,bottle of 30 ml Mother Tincture,₹110,₹94,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
Bhargava Gas Off Tablet,strip of 10 tablets,₹35,₹31,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/dhuk32kofzku9ox0661r/sbl-silicea-dilution-1000-ch.jpg"
REPL Dr. Advice No.70 Nodules Drop,bottle of 30 ml Drop,₹180,₹162,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/pcacw6ode5afw3pdv6oa/homeopaths-globules-no-40.jpg"
SBL Calcarea Phosphorica Biochemic Tablet 3X,bottle of 25 gm Biochemic Tablet,₹110,₹95,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/rlo3oozqwdpjrsvvfc2l/sbl-calcarea-fluorica-biochemic-tablet-3x.jpg"
Rxhomeo Rhus Toxicodendron Pellets 200C,bottle of 750 pellets,₹95,₹90,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/sw3iigjslpc8blwadmo8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Allen A44 Hyper Acidity & Ulcer Drop,bottle of 30 ml Drop,₹170,₹155,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/t8h2q3r2gzmo39zsvqyy/dr.-reckeweg-ipecacuanha-dilution-30-ch.jpg"
Rxhomeo Carbo Vegetabilis Pellets 200C,bottle of 750 pellets,₹95,₹90,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/jifh3o4gplzdc4drwf0v/sbl-hamamelis-ointment.jpg"
Dr. Reckeweg Allium Sativum Mother Tincture Q,bottle of 20 ml Mother Tincture,₹295,₹254,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/nkedytdlickk63r416fa/sbl-osteo-arthritic-nosode-dilution-200-ch.jpg"
SBL Alumina Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹110,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/42ea5450-ef22-4a3d-9e49-2c110a710708/bjain-omeo-allergy-tablet.jpeg"
SBL Wormorid Drop,bottle of 30 ml Drop,₹135,₹118,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/gffjscjlkc8zmj6lw4kk/allen-a21-leucoderma-drop.jpg"
Bakson's Calcarea Fluorica Biochemic Tablet 12X,bottle of 4500 biochemic tablets,₹720,₹600,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/pxdp6tr47dzsoln9gqlr/sbl-asafoetida-mother-tincture-q.jpg"
Dr. Reckeweg Guaiacum Mother Tincture Q,bottle of 20 ml Mother Tincture,₹335,₹288,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/xrvkq2ogfggkr7owx1wj/bakson-s-prostate-aid-drop.jpg"
Wheezal Gastrolex Drop,bottle of 30 ml Drop,₹140,₹125,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/prgnisrvwtxwq6spyqp3/bjain-lycopodium-clavatum-dilution-200-ch.jpg"
SBL Cactus Grandiflorus Mother Tincture Q,bottle of 30 ml Mother Tincture,₹125,₹111,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/8f5a40071d5647ef8e9ff53338944306/medisynth-jondila-forte-syrup.jpg"
Bjain Omeo Allergy Tablet,bottle of 25 gm Tablet,₹155,₹105,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/xqsqwxgvasqzaiacrt48/sbl-bio-combination-27-tablet.jpg"
Dr. Reckeweg R95 Alfalfa Tonic,bottle of 100 ml Tonic,₹320,₹275,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/ogqyv96xkr6mw3eqv1c8/bakson-s-thuja-ointment.jpg"
Adven Sinus-Gold Drop,bottle of 30 ml Drop,₹175,₹151,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
Bakson's Biocombination 19 Tablet,bottle of 4500 biocombination tablets,₹720,₹638,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/q33l9nqhcguszaw4b3mm/sbl-rhus-toxicodendron-mother-tincture-q.jpg"
Dr Willmar Schwabe India Hertone Syrup,bottle of 100 ml Syrup,₹220,₹189,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/pp3of7shnk4akql41lyc/hapdco-rheumacon-pain-relief-oil.jpg"
Bakson's Beepee Aid Drop,bottle of 100 ml Drop,₹330,₹270,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/v2hrqmysl6zyy9nqs20h/dr-willmar-schwabe-india-topi-sulphur-cream.jpg"
SBL Bio-Combination 1 Tablet,bottle of 25 gm Biocombination Tablet,₹110,₹98,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/hbxdrngazui8y4qro8kq/bjain-terminalia-arjuna-mother-tincture-q.jpg"
Dr Willmar Schwabe India Pancreatinum Trituration Tablet 3X,bottle of 20 gm Trituration Tablet,₹150,₹129,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/ywdo2pw3aaxi4i11ixe0/dr-willmar-schwabe-india-kali-phosphoricum-biochemic-tablet-6x.jpg"
SBL Magnesia Phosphoricum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹94,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/bioyp5eugdbmqmdwv0be/sbl-sanguinaria-canadensis-dilution-30-ch.jpg"
Dr Willmar Schwabe India Uranium Nitricum Trituration Tablet 4X,bottle of 20 gm Trituration Tablet,₹150,₹118,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/zi8vsemxwyxvi9vrykds/wheezal-hairex-tablet.jpg"
Bakson's Natrum Sulphuricum Biochemic Tablet 12X,bottle of 4500 biochemic tablets,₹720,₹619,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/i6vpnss1mvrivh2gmsfu/bjain-baryta-carbonica-dilution-30-ch.jpg"
Bakson's Biocombination 25 Tablet,bottle of 4500 biocombination tablets,₹720,₹640,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/sxz3qasqxiw2gwmkfeam/sbl-acid-benzoicum-dilution-200-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/a1r5fbuicwi6j9ityr61/adel-merc-sol-dilution-30-ch.jpg"
Dr Willmar Schwabe India Janosia Ashoka Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹92,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/1517422a17fa4ada800ef5c52799da68/bahola-corn-paint.jpg"
Dr. Reckeweg Thuja Occi Mother Tincture Q,bottle of 20 ml Mother Tincture,₹255,₹224,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/n3okzw8mairngdiebseh/bjain-andrographis-paniculata-mother-tincture-q.jpg"
Bakson's Natrum Muriaticum Biochemic Tablet 6X,bottle of 4500 biochemic tablets,₹655,₹563,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/h4zwckz2yavt9hfym7th/sbl-cocculus-indicus-dilution-30c.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 3 bottles,₹597,₹418,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/caaecd5e2c524f458312c4bda5019ebc/sbl-bio-combination-16-tablet.jpg"
SBL Calcarea Fluoricum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/zadohdt1unbsrzfbav5i/sbl-calotropis-gigantea-mother-tincture-q.jpg"
Bakson's Calcarea Phosphorica Biochemic Tablet 12X,bottle of 4500 biochemic tablets,₹720,₹619,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/udpudndntjvwpq2a2edd/bjain-phytolacca-berry-mother-tincture-q.jpg"
Bakson's Natrum Sulphuricum Biochemic Tablet 3X,bottle of 4500 biochemic tablets,₹655,₹589,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/qsf2lngbfca1ptm9vciu/bakson-s-gastro-aid-syrup.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/c_fit,q_auto,w_150,h_150,f_auto/cropped/vkoi1s4ozzn8aiu6defu/dr.-reckeweg-influenzinum-dilution-200-ch.jpg"
Dr. Reckeweg Insulinum Trituration Tablet 10X,bottle of 20 gm Trituration Tablet,₹240,₹206,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/gkdewstrlflp0jwsyfog/rxhomeo-mercurius-solubilis-pellets-30c.jpg"
Bakson's Kali Phosphoricum Biochemic Tablet 3X,bottle of 4500 biochemic tablets,₹720,₹647,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/tt62tarau62zbcrbpnzh/wheezal-stimulant-h-drop.jpg"
Bakson's Silicea Biochemic Tablet 6X,bottle of 4500 biochemic tablets,₹720,₹563,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/vrw1qjwskgfx7ljwzwlj/dr-willmar-schwabe-india-graphites-pentarkan-ptk-50-tablet.jpg"
SBL Rhus Toxicodendron Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹128,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/ojqlq1ytuyzh3tapq5dp/sbl-calcarea-fluorica-biochemic-tablet-200x.jpg"
Bakson's Natrum Phosphoricum Biochemic Tablet 12X,bottle of 4500 biochemic tablets,₹720,₹619,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/fa5a3b7eabdb46b780bb431347612c60/bakson-s-aloevera-calendula-cream.jpg"
Bakson's Natrum Muriaticum Biochemic Tablet 12X,bottle of 4500 biochemic tablets,₹655,₹589,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Bjain Withania Somnifera Mother Tincture Q,bottle of 100 ml Mother Tincture,₹195,₹168,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/awg87euleylc5tugppk0/allen-a75-allergy-drop.jpg"
Bakson's Kali Phosphoricum Biochemic Tablet 12X,bottle of 4500 biochemic tablets,₹720,₹619,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/wwoeimugxxo3isx1figs/dr.-reckeweg-colocynthis-dilution-30-ch.jpg"
Dr. Reckeweg Causticum Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/sbeuvx3eg1w34ytvstho/sbl-berberis-vulgaris-dilution-30-ch.jpg"
SBL Lobelia Inflata Mother Tincture Q,bottle of 30 ml Mother Tincture,₹125,₹108,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/70d5e6cd9c9f4b4ab16f6d1fc08cba4c/bjain-guatteria-gaumeri-drop.jpg"
Bakson's Biocombination 23 Tablet,bottle of 4500 biocombination tablets,₹655,₹563,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/owr0kjfi6fc9e7lbcm10/dr.-reckeweg-diabetic-care-combo-r40-syzygium-jamb-mother-tincture.jpg"
Bakson B10 Sleep Drop,bottle of 30 ml Drop,₹175,₹155,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/rbmc7m5nqdxrh2vag84c/allen-a53-alopecia-drop.jpg"
Bakson's Calcarea Phosphorica Biochemic Tablet 30X,bottle of 4500 biochemic tablets,₹655,₹563,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/jgd2kcnzmy5q9s3krg67/allen-a78-chronic-anxiety-drop.jpg"
Bakson's Kali Phosphoricum Biochemic Tablet 30X,bottle of 4500 biochemic tablets,₹655,₹563,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/gheemvpyg8eozgvhsatv/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Bjain Phytolacca Berry Mother Tincture Q,bottle of 100 ml Mother Tincture,₹505,₹434,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/kwbg0eek9wqppoveszwc/sbl-plumbum-metallicum-dilution-200-ch.jpg"
Dr. Reckeweg R20 Glandular Drops for Women Drop,bottle of 22 ml Drop,₹270,₹243,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/rirnwikq1eheis9vhnig/dr-willmar-schwabe-india-kindigest.jpg"
SBL Cantharis Ointment,tube of 25 gm Ointment,₹75,₹67,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/6382d8843b9e40208254c2345d567b94/sbl-fp-tabs-tablet.jpg"
German's Diabetic Care and Cure Drop,bottle of 30 ml Drop,₹150,₹132,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
REPL Dr. Advice No.23 Breast Atrophii Drop,bottle of 30 ml Drop,₹180,₹155,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/jqeiaeekb9vurnw5shvd/rxhomeo-euphrasia-officinalis-pellets-30c.jpg"
SBL Drosera Rotundifolia Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹82,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/z1pnkyau9hhohv8afjfw/bakson-s-under-eye-cream.jpg"
SBL Teucrium Marum Verum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/wdr1depvmzalnn8e0uhd/lord-s-vitamin-e-glow-tablet.png"
REPL Dr. Advice No.53 Hirsutismm Drop,bottle of 30 ml Drop,₹180,₹155,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/sw3iigjslpc8blwadmo8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr. Reckeweg Selenium Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹138,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/pkrflv12znbjllnk2pqg/dr.-reckeweg-aesculus-hip-dilution-200-ch.jpg"
Bakson's Natrum Phosphoricum Biochemic Tablet 6X,bottle of 250 biochemic tablets,₹120,₹103,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/eowcexgwpsvtmugonsbx/sbl-borax-dilution-200-ch.jpg"
ADEL 14 Ferrodona Drop,bottle of 20 ml Drop,₹295,₹254,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/o6vvep9jnq2j2oc11wqd/bakson-b20-sugar-drop.jpg"
SBL Holarrhena Antidysenterica Mother Tincture Q,bottle of 30 ml Mother Tincture,₹105,₹95,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/42ea5450-ef22-4a3d-9e49-2c110a710708/bjain-omeo-allergy-tablet.jpeg"
Dr Willmar Schwabe India Cholesterinum Trituration Tablet 3X,bottle of 20 gm Trituration Tablet,₹150,₹133,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/rfl51iymg4c8co4jayr6/sbl-ginkgo-biloba-tablet-1x.jpg"
SBL Kali Sulphurica Biochemic Tablet 6X,bottle of 25 gm Biochemic Tablet,₹110,₹104,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/aftj0phs2shna27yg5m6/dr-willmar-schwabe-india-topi-cardiospermum-cream.jpg"
Medisynth Wartex Pills,bottle of 25 gm Tablet,₹125,₹110,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/tfehktmlldwvqrzt08ry/sbl-asafoetida-dilution-30-ch.jpg"
Bakson B28 Weight Drop,bottle of 30 ml Drop,₹175,₹140,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/prgnisrvwtxwq6spyqp3/bjain-lycopodium-clavatum-dilution-200-ch.jpg"
Dr Willmar Schwabe India Alpha-Liv Liver Tonic,bottle of 100 ml Tonic,₹125,₹110,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/oegx6awxihknu1vaegrc/allen-a50-h.b.p-high-blood-pressure-drop.jpg"
Wheezal Calendula Dressing Powder,bottle of 100 gm Powder,₹120,₹106,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/ibb0xrethpbxa9gm4hpm/adel-87-apo-infekt-drop.jpg"
SBL Wiesbaden Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/da2xhzd7h2zqk6f80oec/dr.-reckeweg-bio-combination-18-bc-18-tablet.jpg"
Dr Willmar Schwabe India Alfalfa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹110,₹95,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/e39feskz71gd2fb997sa/dr.-reckeweg-r35-teething-aches-drop.jpg"
SBL Syzygium Jambolanum Trituration Tablet 1X,bottle of 25 gm Trituration Tablet,₹165,₹139,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/90f5b038617440e9a6794d252aa22b7e/sbl-nixocid-tablet.jpg"
Dr. Reckeweg Antimonium Crud Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/otogmksluiwyu46tkzro/rxhomeo-pulsatilla-pellets-200c.jpg"
